"Bob,Express","El,Rio","Fury","Indiana,River","Mount,Mara,VR","Naga,Bay","Oki,Doki","Revolution","Speedy,Bob","The,Dreamcatcher","Typhoon","Wildwaterbaan",time
0,0,0,0,0,0,0,0,0,0,0,0,20221025 142001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 143001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 144001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 145001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 150001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 151001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 152001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 153001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 154001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 155001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 160001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 161001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 162001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 163001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 164001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 165001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 170001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 171001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 172001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 173001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 174001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 175001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 180001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 181001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 182001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 183001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 184001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 185001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 190001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 191001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 192001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 193001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 194001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 195001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 200001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 201001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 202001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 203001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 204001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 205001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 210001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 211001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 212001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 213001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 214001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 215001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 220001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 221001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 222001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 223001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 224001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 225001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 230001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 231001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 232001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 233001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 234001
0,0,0,0,0,0,0,0,0,0,0,0,20221025 235001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 000001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 001001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 002001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 003001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 004001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 005001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 010001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 011001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 012001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 013001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 014001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 015001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 020001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 021001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 022001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 023001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 024001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 025001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 030001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 031001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 032001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 033001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 034001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 035001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 040001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 041002
0,0,0,0,0,0,0,0,0,0,0,0,20221026 042001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 043001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 044001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 045001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 050001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 051001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 052001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 053001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 054001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 055001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 060001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 061001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 062001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 063001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 064001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 065001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 070001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 071001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 072001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 073001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 074001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 075001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 080001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 081001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 082001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 083001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 084001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 085001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 090001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 091001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 092001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 093001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 094001
0,0,0,0,0,0,0,0,0,0,0,0,20221026 095002
0,0,0,0,0,0,0,0,0,0,0,0,20221026 100001
5,0,0,0,0,0,0,0,0,0,5,5,20221026 101001
5,0,5,5,0,0,5,5,5,5,5,5,20221026 102001
10,0,5,5,0,5,5,5,5,5,20,5,20221026 103001
10,5,5,5,0,10,10,5,5,5,20,5,20221026 104001
10,5,5,5,0,10,10,5,5,5,20,5,20221026 105001
15,5,10,10,0,15,15,5,5,15,40,20,20221026 110001
15,5,10,10,0,15,15,5,5,15,40,20,20221026 111001
15,5,10,10,0,15,15,5,5,15,40,20,20221026 112001
15,5,10,10,0,15,15,5,5,15,40,20,20221026 113001
30,5,15,25,0,30,25,10,5,35,40,20,20221026 114002
30,5,15,25,0,30,25,10,10,35,40,20,20221026 115001
30,5,15,25,0,30,25,10,10,60,40,20,20221026 120001
30,5,15,25,0,30,25,10,10,60,40,20,20221026 121001
5,15,5,30,0,20,15,10,25,65,20,30,20221026 122001
5,15,5,30,0,20,15,10,25,65,20,30,20221026 123001
5,15,5,30,0,20,15,10,25,65,20,30,20221026 124001
5,15,15,25,0,20,15,10,25,65,20,30,20221026 125001
5,15,15,25,0,10,25,10,15,65,5,5,20221026 130001
5,15,15,25,0,10,25,10,15,65,5,5,20221026 131001
5,15,15,25,0,10,25,10,15,65,5,5,20221026 132001
5,15,15,25,0,10,25,10,15,75,5,5,20221026 133001
5,20,5,25,0,10,25,10,15,75,5,5,20221026 134001
5,20,5,25,0,10,25,10,15,75,5,5,20221026 135001
5,20,5,25,0,10,25,10,15,75,5,5,20221026 140001
5,20,5,25,0,10,25,10,15,75,5,5,20221026 141001
5,15,10,40,0,30,20,5,15,50,5,5,20221026 142001
5,15,10,40,0,30,20,5,15,50,5,5,20221026 143001
5,15,10,40,0,30,20,5,15,50,5,5,20221026 144001
5,15,10,40,0,30,20,5,15,50,5,5,20221026 145001
10,15,10,40,0,30,20,5,15,55,0,5,20221026 150001
10,15,15,20,0,20,15,10,5,55,0,10,20221026 151001
10,15,15,20,0,20,15,10,5,55,5,10,20221026 152001
10,15,15,20,0,20,15,10,5,55,5,10,20221026 153001
10,15,15,20,0,20,15,10,5,55,5,10,20221026 154001
10,15,15,20,0,20,15,10,5,35,5,10,20221026 155001
10,15,0,20,0,20,15,10,5,35,5,10,20221026 160001
10,10,0,20,0,20,15,10,5,45,5,10,20221026 161001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 162001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 163001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 164002
10,10,0,35,0,25,5,10,5,45,25,20,20221026 165001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 170001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 171001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 172001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 173001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 174002
10,10,0,35,0,25,5,10,5,45,25,20,20221026 175001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 180001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 181001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 182001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 183001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 184001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 185001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 190001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 191001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 192001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 193001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 194001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 195001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 200001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 201001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 202001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 203001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 204001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 205001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 210001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 211001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 212001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 213001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 214001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 215001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 220001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 221001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 222001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 223002
10,10,0,35,0,25,5,10,5,45,25,20,20221026 224001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 225001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 230001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 231001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 232001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 233001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 234001
10,10,0,35,0,25,5,10,5,45,25,20,20221026 235001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 000001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 001001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 002001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 003001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 004001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 005001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 010001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 011001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 012001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 013002
10,10,0,35,0,25,5,10,5,45,25,20,20221027 014001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 015001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 020001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 021001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 022001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 023001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 024001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 025001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 030001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 031001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 032001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 033001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 034001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 035001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 040002
10,10,0,35,0,25,5,10,5,45,25,20,20221027 041001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 042001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 043001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 044001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 045001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 050001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 051001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 052001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 053001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 054001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 055001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 060002
10,10,0,35,0,25,5,10,5,45,25,20,20221027 061001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 062001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 063001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 064001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 065001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 070002
10,10,0,35,0,25,5,10,5,45,25,20,20221027 071001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 072001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 073001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 074001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 075001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 080001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 081001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 082001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 083001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 084001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 085001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 090001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 091001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 092001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 093001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 094001
10,10,0,35,0,25,5,10,5,45,25,20,20221027 095001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 100001
5,0,0,0,0,0,0,5,0,0,0,5,20221027 101001
5,0,0,0,0,5,0,5,0,0,0,5,20221027 102001
5,0,0,5,0,5,5,5,0,5,15,5,20221027 103001
5,5,0,5,0,5,5,5,0,5,15,5,20221027 104001
5,5,10,5,0,5,5,5,0,5,15,5,20221027 105001
15,5,10,5,0,5,5,5,0,5,15,5,20221027 110001
15,5,20,5,0,15,15,5,5,15,40,5,20221027 111001
15,5,20,5,0,15,15,5,5,15,40,5,20221027 112001
15,5,20,5,0,15,15,5,5,15,40,5,20221027 113001
15,5,20,10,0,25,15,5,10,30,30,5,20221027 114001
15,5,20,10,0,25,15,5,10,30,30,5,20221027 115001
15,5,20,10,0,25,15,5,10,30,30,5,20221027 120001
5,10,10,15,0,25,15,5,5,40,30,5,20221027 121001
5,10,10,15,0,25,15,5,5,40,20,5,20221027 122001
5,10,10,15,0,25,15,5,5,40,20,5,20221027 123001
5,10,10,15,0,25,15,5,5,40,20,5,20221027 124001
5,10,10,15,0,25,15,5,5,40,20,5,20221027 125001
5,10,5,15,0,10,10,5,10,40,20,5,20221027 130001
5,10,5,15,0,10,10,5,10,50,10,5,20221027 131001
5,10,5,15,0,10,10,5,10,50,10,5,20221027 132001
5,15,10,15,0,10,10,5,10,50,10,5,20221027 133001
5,15,10,15,0,10,5,5,15,50,10,5,20221027 134001
5,15,0,15,0,10,5,5,15,50,10,5,20221027 135001
5,15,0,15,0,10,5,5,15,50,10,5,20221027 140001
5,10,10,10,0,10,5,5,15,50,15,5,20221027 141001
5,10,10,10,0,10,5,5,15,50,15,5,20221027 142001
5,10,10,10,0,10,5,5,15,50,15,5,20221027 143001
5,5,20,15,0,10,5,5,15,50,15,5,20221027 144001
5,5,20,15,0,10,5,5,10,50,15,5,20221027 145001
5,5,20,15,0,10,5,5,10,50,15,5,20221027 150001
5,5,20,15,0,10,5,5,0,50,15,5,20221027 151001
5,5,20,10,0,10,5,5,0,25,5,10,20221027 152001
5,5,20,10,0,0,5,5,0,25,5,10,20221027 153001
5,5,20,10,0,10,5,5,0,25,5,10,20221027 154001
5,5,20,10,0,15,5,5,10,25,5,10,20221027 155001
5,5,20,10,0,15,5,5,10,25,5,10,20221027 160001
5,5,20,10,0,15,5,5,5,15,5,10,20221027 161001
5,5,20,10,0,15,5,5,5,15,5,10,20221027 162001
5,5,20,10,0,15,5,5,5,15,5,10,20221027 163001
5,5,20,10,0,5,5,5,5,15,5,10,20221027 164001
5,5,20,10,0,5,5,5,5,15,5,10,20221027 165001
5,5,20,10,0,5,5,5,5,15,5,10,20221027 170001
5,5,20,10,0,5,5,5,5,15,5,10,20221027 171001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 172001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 173001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 174001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 175001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 180001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 181001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 182001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 183001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 184001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 185001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 190001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 191001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 192001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 193001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 194001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 195001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 200002
0,0,0,0,0,0,0,0,0,0,0,0,20221027 201001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 202001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 203001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 204001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 205001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 210001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 211001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 212001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 213001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 214001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 215001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 220002
0,0,0,0,0,0,0,0,0,0,0,0,20221027 221001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 222001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 223001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 224002
0,0,0,0,0,0,0,0,0,0,0,0,20221027 225001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 230001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 231001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 232001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 233001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 234001
0,0,0,0,0,0,0,0,0,0,0,0,20221027 235001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 000001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 001001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 002001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 003001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 004001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 005001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 010001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 011001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 012001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 013001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 014001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 015001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 020001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 021001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 022001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 023001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 024001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 025001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 030001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 031001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 032001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 033001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 034001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 035002
0,0,0,0,0,0,0,0,0,0,0,0,20221028 040001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 041001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 042001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 043001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 044001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 045001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 050001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 051001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 052001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 053001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 054001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 055001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 060001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 061001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 062001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 063001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 064001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 065001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 070001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 071001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 072001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 073001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 074001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 075001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 080001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 081001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 082002
0,0,0,0,0,0,0,0,0,0,0,0,20221028 083001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 084001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 085001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 090001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 091001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 092001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 093001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 094001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 095001
0,0,0,0,0,0,0,0,0,0,0,0,20221028 100001
5,0,5,5,0,0,0,5,0,0,5,5,20221028 101001
5,0,5,5,0,0,5,5,5,0,5,5,20221028 102001
5,0,5,5,0,5,5,5,5,5,5,5,20221028 103001
15,5,10,5,0,5,5,5,5,5,60,5,20221028 104001
15,5,10,5,0,5,5,5,5,5,60,5,20221028 105001
30,5,10,5,0,10,5,5,5,5,60,5,20221028 110001
30,5,5,5,0,20,10,5,5,15,40,5,20221028 111001
30,5,5,5,0,20,10,5,5,15,40,5,20221028 112001
30,5,5,5,0,20,20,5,5,15,40,5,20221028 113001
5,5,5,5,0,25,20,15,10,25,35,5,20221028 114001
5,5,5,5,0,25,20,15,10,25,35,5,20221028 115001
5,5,5,5,0,25,20,15,10,25,35,5,20221028 120001
5,5,5,5,0,25,20,15,10,50,35,5,20221028 121001
5,5,5,5,0,25,20,15,10,50,35,5,20221028 122001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 123001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 124001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 125001
5,10,5,5,0,10,10,5,10,50,5,10,20221028 130001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 131001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 132001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 133001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 134001
5,10,5,10,0,5,5,5,15,45,5,5,20221028 135001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 140001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 141001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 142001
5,10,10,20,0,5,5,5,10,35,5,5,20221028 143001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 144001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 145001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 150001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 151001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 152001
5,10,10,30,0,15,10,5,10,15,5,10,20221028 153001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 154001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 155001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 160001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 161001
5,5,15,20,0,10,5,5,5,10,5,10,20221028 162001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 163001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 164001
5,5,20,5,0,15,5,5,5,5,5,20,20221028 165001
